Season,Name,Club,Position,Position Selected,Age,Inf,Type,Nat,Transfer Value (Low),Transfer Value (High),Salary,Begins,Expires,Transfer Fees Received,Ability,Potential,Apps (Total),Apps (Sub Apps),Starts,Gls,Ast,Av Rat,Yel,Red,PoM,Agreed Playing Time,Home Grown Status,Personality,Det,Injury,Injury Risk,Int Apps (Total),Int Apps (Sub Apps),Injury Susceptibility,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Natural Fitness,Off The Ball,One on Ones,Pace,Passing,Penalty Taking,Positioning,Punching (Tendency),Reflexes,Rushing Out (Tendency),Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Hdrs A,Aer A/90,Asts/90,Blk,Blk/90,Ch C/90,CCC,Clear,Clr/90,Conv %,Cr C/A,Cr A,Crs A/90,Cr C,Cr C/90,Distance,Dist/90,Drb,Drb/90,xG/shot,xGP,xGP/90,xSv %,FK Shots,Goals Outside Box,Hdrs L/90,Hdrs,Hdrs W/90,Hdr %,Sprints/90,Itc,Int/90,K Hdrs/90,K Pas,K Ps/90,K Tck,K Tck/90,Gl Mst,Off,OP-Cr %,OP-Crs A,OP-Crs A/90,OP-Crs C,OP-Crs C/90,OP-KP,OP-KP/90,Pas %,Pas A,Ps A/90,Ps C,Ps C/90,Poss Lost/90,Poss Won/90,Pres A,Pres A/90,Pres C,Pres C/90,Pr Passes,Pr passes/90,Sv %,Svh,Svp,Svt,Shots,Shts Blckd,Shts Blckd/90,Shots Outside Box/90,ShT,ShT/90,Shot %,Shot/90,Tck R,Tck A,Tck C,Tck/90,Mins/Gl,Cln/90,xA,xA/90,xG-OP,xG/90,FA,Fls,Gwin,D,Lost,G. Mis,Won,Conc,All/90,Gls/90,Int Ast,Int Av Rat,Int Conc,Last 5 FT Games,Last 5 Games,LMR,Mins,Mins/Gm,Last C,Last Gl,NP-xG,NP-xG/90,Pens,Pens Faced,Pens Saved,Pens Saved Ratio,Pens S,Pen/R,Pts/Gm,Shutouts,Tgls,Tall,Tcon/90,Tgls/90,Saves/90,xG,AT Apps,AT Lge Apps,AT Gls,AT Lge Gls
2025-2026,André Gomes,Benfica,M/AM (C),S6,20.0,Loa,Full Contract,POR,11000000.0,12500000.0,150000.0,7/4/2024,6/30/2027,0.0,,,3.0,1.0,2.0,0.0,0.0,6.57,0.0,0.0,0.0,Breakthrough Prospect,Trained at club (15-21),Fairly Professional,14.0,,Low,,,Below Average,13.0,2.0,8.0,14.0,10.0,14.0,7.0,2.0,2.0,13.0,11.0,11.0,9.0,13.0,11.0,2.0,9.0,14.0,13.0,12.0,2.0,7.0,7.0,3.0,9.0,9.0,4.0,10.0,13.0,13.0,2.0,13.0,14.0,9.0,11.0,1.0,2.0,4.0,12.0,12.0,8.0,12.0,14.0,3.0,14.0,11.0,5.0,2.06,,0.0,,0.41,1.0,1.0,0.41,,,10.0,4.13,1.0,0.41,12.4,5.1,0.0,,0.08,,,,0.0,0.0,1.65,1.0,0.41,20.0,6.61,0.0,,0.0,3.0,1.24,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.41,72.0,79.0,32.61,57.0,23.53,4.95,16.1,15.0,6.19,2.0,0.83,3.0,1.24,,,,,6.0,0.0,0.0,0.41,0.0,0.0,0.0,2.48,100.0,3.0,3.0,1.24,,,0.33,0.14,-0.47,0.19,4.0,4.0,33.0,1.0,1.0,2.0,1.0,,,,,,,,,,218.0,72.67,,,0.47,0.19,0.0,,,,0.0,,1.45,,2.0,,1.24,0.83,,0.47,40.0,38.0,1.0,1.0
2025-2026,Karel Mustmaa,Benfica,"AM (L), ST (C)",,20.0,Wnt,Full Contract,EST,375000.0,1300000.0,55000.0,1/4/2024,6/30/2028,0.0,,,6.0,0.0,6.0,1.0,1.0,6.67,0.0,0.0,0.0,Youngster,Trained at club (15-21),Balanced,9.0,,Increased,8.0,0.0,Below Average,14.0,2.0,10.0,13.0,12.0,11.0,8.0,1.0,1.0,13.0,9.0,10.0,11.0,11.0,12.0,1.0,13.0,13.0,15.0,11.0,1.0,9.0,10.0,1.0,8.0,12.0,5.0,6.0,14.0,12.0,2.0,14.0,10.0,10.0,9.0,2.0,2.0,3.0,12.0,12.0,5.0,8.0,12.0,3.0,12.0,8.0,34.0,5.67,0.17,3.0,0.5,,0.0,0.0,0.0,9.0,,11.0,1.83,0.0,0.0,37.8,6.3,6.0,1.0,0.09,,,,0.0,1.0,4.67,6.0,1.0,18.0,8.17,6.0,1.0,0.0,4.0,0.67,0.0,0.0,0.0,4.0,0.0,11.0,1.83,0.0,0.0,3.0,0.5,76.0,154.0,25.67,117.0,19.5,11.5,4.17,52.0,8.67,17.0,2.83,7.0,1.17,,,,,11.0,0.0,0.0,0.67,5.0,0.83,45.0,1.83,60.0,15.0,9.0,1.5,540.0,,0.18,0.03,-0.02,0.17,16.0,8.0,50.0,3.0,0.0,3.0,3.0,,,0.17,1.0,6.62,,,,,540.0,90.0,,0.0,1.02,0.17,0.0,,,,0.0,,1.8,,9.0,,0.67,1.5,,1.02,67.0,61.0,22.0,21.0
2025-2026,José Marques,SLB B,AM (RL),,21.0,Loa,Full Contract,POR,150000.0,1200000.0,129000.0,7/9/2025,6/30/2027,14500.0,,,31.0,8.0,23.0,6.0,8.0,7.09,2.0,0.0,2.0,Youngster,Trained at club (15-21),Balanced,12.0,,Low,,,,14.0,1.0,10.0,14.0,12.0,12.0,10.0,1.0,3.0,12.0,12.0,10.0,13.0,12.0,14.0,2.0,9.0,12.0,15.0,8.0,3.0,8.0,9.0,3.0,8.0,10.0,5.0,6.0,17.0,11.0,3.0,14.0,11.0,8.0,9.0,2.0,4.0,3.0,12.0,12.0,6.0,10.0,14.0,2.0,12.0,11.0,113.0,4.8,0.34,3.0,0.13,0.94,22.0,15.0,0.64,14.0,13.0,129.0,5.48,18.0,0.77,196.8,8.4,92.0,3.91,0.13,,,,0.0,2.0,2.98,43.0,1.83,38.0,16.58,44.0,1.87,0.0,45.0,1.91,1.0,0.04,2.0,19.0,14.0,93.0,3.95,13.0,0.55,38.0,1.62,84.0,963.0,40.94,806.0,34.27,16.07,7.14,322.0,13.69,92.0,3.91,85.0,3.61,,,,,44.0,3.0,0.13,0.72,21.0,0.89,48.0,1.87,86.0,59.0,51.0,2.17,352.83,,6.91,0.29,0.38,0.24,70.0,39.0,42.0,8.0,10.0,,13.0,,,0.26,,,,,,,2117.0,68.29,,1155.0,5.62,0.24,0.0,,,,0.0,,1.52,,47.0,,1.45,2.0,,5.62,75.0,74.0,14.0,14.0
2025-2026,Sebastián Boselli,Benfica,D (RLC),DR,22.0,Trv,Full Contract,URU,37000000.0,46000000.0,2912000.0,7/11/2024,6/30/2029,14250000.0,,,47.0,19.0,28.0,6.0,2.0,7.0,7.0,0.0,0.0,Regular Starter,,Balanced,14.0,,Low,4.0,0.0,Above Average,14.0,2.0,12.0,13.0,15.0,14.0,11.0,1.0,1.0,12.0,13.0,8.0,12.0,14.0,11.0,3.0,6.0,12.0,10.0,6.0,2.0,15.0,14.0,1.0,5.0,8.0,10.0,13.0,13.0,12.0,2.0,14.0,12.0,6.0,14.0,1.0,2.0,1.0,16.0,13.0,14.0,15.0,12.0,3.0,13.0,12.0,200.0,6.5,0.07,12.0,0.39,0.33,10.0,22.0,0.72,40.0,19.0,52.0,1.69,10.0,0.33,235.7,7.7,17.0,0.55,0.2,,,,0.0,0.0,1.82,144.0,4.68,72.0,10.66,84.0,2.73,0.62,22.0,0.72,3.0,0.1,0.0,4.0,19.0,52.0,1.69,10.0,0.33,21.0,0.68,91.0,1981.0,64.41,1804.0,58.66,7.15,13.72,181.0,5.89,60.0,1.95,254.0,8.26,,,,,15.0,6.0,0.2,0.07,9.0,0.29,60.0,0.49,79.0,71.0,56.0,1.82,461.33,,2.85,0.09,3.0,0.1,10.0,21.0,79.0,4.0,6.0,,37.0,,,0.2,4.0,7.83,,,,6.9,2768.0,58.89,,277.0,3.0,0.1,0.0,,,,0.0,,2.45,,81.0,,0.81,2.63,,3.0,140.0,109.0,9.0,7.0
2025-2026,Vangelis Pavlidis,Benfica,"AM (RLC), ST (C)",,27.0,Inj,Full Contract,GRE,42000000.0,51000000.0,6194000.0,7/1/2025,6/30/2030,3000000.0,,,40.0,6.0,34.0,6.0,13.0,7.03,1.0,1.0,4.0,Important Player,,Balanced,14.0,A tight hamstring,High,18.0,0.0,Below Average,13.0,2.0,11.0,13.0,14.0,15.0,14.0,1.0,2.0,14.0,14.0,7.0,9.0,14.0,14.0,3.0,15.0,13.0,13.0,8.0,3.0,14.0,15.0,2.0,12.0,11.0,2.0,6.0,13.0,15.0,2.0,12.0,12.0,11.0,5.0,2.0,2.0,2.0,13.0,14.0,6.0,14.0,13.0,1.0,14.0,15.0,195.0,6.42,0.43,4.0,0.13,0.59,18.0,12.0,0.4,8.0,21.0,42.0,1.38,9.0,0.3,234.6,7.7,61.0,2.01,0.14,,,,0.0,0.0,3.03,103.0,3.39,53.0,11.6,29.0,0.96,0.03,40.0,1.32,1.0,0.03,0.0,16.0,21.0,42.0,1.38,9.0,0.3,40.0,1.32,84.0,935.0,30.8,785.0,25.86,9.78,4.58,234.0,7.71,54.0,1.78,58.0,1.91,,,,,74.0,3.0,0.1,0.49,30.0,0.99,41.0,2.44,71.0,45.0,32.0,1.05,455.33,,6.22,0.2,-4.67,0.35,42.0,26.0,75.0,4.0,6.0,,30.0,,,0.2,1.0,6.78,,,,6.9,2732.0,68.3,,94.0,9.08,0.3,2.0,,,,1.0,50.0,2.35,,70.0,,0.72,2.31,,10.67,255.0,239.0,91.0,87.0
2025-2026,Alexander Bah,Benfica,D/WB/M/AM (R),,28.0,Wnt,Full Contract,DEN,46000000.0,55000000.0,4368000.0,6/24/2025,6/30/2029,10500000.0,,,45.0,9.0,36.0,3.0,3.0,6.97,6.0,0.0,3.0,Important Player,,Balanced,14.0,,Increased,5.0,3.0,Average,16.0,3.0,13.0,15.0,16.0,12.0,13.0,3.0,3.0,11.0,10.0,12.0,15.0,12.0,13.0,2.0,11.0,13.0,13.0,7.0,1.0,11.0,12.0,4.0,7.0,12.0,13.0,11.0,14.0,13.0,3.0,15.0,13.0,8.0,10.0,3.0,1.0,1.0,14.0,12.0,14.0,13.0,15.0,1.0,13.0,15.0,129.0,3.82,0.09,20.0,0.59,0.42,14.0,25.0,0.74,16.0,18.0,163.0,4.83,29.0,0.86,282.3,8.4,83.0,2.46,0.11,,,,0.0,0.0,1.19,89.0,2.64,69.0,17.99,90.0,2.67,0.06,46.0,1.36,6.0,0.18,0.0,7.0,18.0,158.0,4.68,29.0,0.86,45.0,1.33,88.0,1745.0,51.73,1539.0,45.62,10.61,11.53,326.0,9.66,98.0,2.91,261.0,7.74,,,,,19.0,5.0,0.15,0.24,6.0,0.18,32.0,0.56,80.0,92.0,74.0,2.19,1012.0,,5.83,0.17,0.83,0.06,27.0,26.0,78.0,4.0,6.0,,35.0,,,0.09,0.0,6.78,,,,6.6,3036.0,67.47,,450.0,2.17,0.06,0.0,,,,0.0,,2.42,,71.0,,0.83,2.1,,2.17,321.0,276.0,27.0,22.0
2025-2026,Arthur Cabral,Benfica,ST (C),S4,28.0,Wnt,Full Contract,BRA,32000000.0,36000000.0,3391000.0,1/26/2025,6/30/2029,40000000.0,,,32.0,7.0,25.0,17.0,3.0,7.3,1.0,0.0,5.0,Regular Starter,,Balanced,12.0,,Low,,,Below Average,12.0,2.0,12.0,12.0,14.0,16.0,14.0,3.0,1.0,14.0,12.0,8.0,10.0,14.0,14.0,3.0,15.0,14.0,14.0,7.0,3.0,15.0,14.0,2.0,10.0,12.0,4.0,5.0,13.0,14.0,2.0,13.0,12.0,15.0,7.0,2.0,1.0,2.0,13.0,15.0,6.0,12.0,15.0,3.0,14.0,10.0,187.0,7.6,0.12,5.0,0.2,0.33,8.0,4.0,0.16,21.0,16.0,6.0,0.24,1.0,0.04,182.1,7.4,28.0,1.14,0.18,,,,0.0,0.0,4.43,78.0,3.17,42.0,5.61,14.0,0.57,0.28,20.0,0.81,0.0,0.0,0.0,11.0,17.0,6.0,0.24,1.0,0.04,20.0,0.81,81.0,511.0,20.76,414.0,16.82,6.18,2.88,138.0,5.61,29.0,1.18,27.0,1.1,,,,,82.0,3.0,0.12,0.57,41.0,1.67,50.0,3.33,86.0,21.0,18.0,0.73,130.29,,2.84,0.12,2.06,0.61,43.0,15.0,75.0,4.0,4.0,1.0,24.0,,,0.69,,,,,,,2215.0,69.22,,323.0,13.36,0.54,2.0,,,,2.0,100.0,2.38,,57.0,,0.81,2.32,,14.94,282.0,240.0,142.0,111.0
2025-2026,António Ribeiro,Benfica,M (R),,15.0,Yth,Full Contract,POR,20000.0,50000.0,5750.0,3/21/2026,6/30/2030,0.0,,,,,,,,,,,,Youngster,,Fickle,11.0,,Increased,,,Average,12.0,3.0,10.0,11.0,7.0,7.0,8.0,1.0,1.0,6.0,6.0,6.0,9.0,5.0,8.0,4.0,5.0,10.0,5.0,6.0,1.0,4.0,9.0,2.0,5.0,5.0,2.0,3.0,11.0,7.0,1.0,13.0,6.0,4.0,3.0,4.0,2.0,3.0,9.0,4.0,6.0,14.0,12.0,2.0,5.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-2026,Carlo Gonçalves,Benfica,D (RL),,15.0,Yth,Full Contract,POR,0.0,130000.0,5750.0,3/21/2026,6/30/2030,0.0,,,,,,,,,,,,Youngster,,Unambitious,6.0,,High,,,Above Average,10.0,2.0,9.0,8.0,7.0,6.0,12.0,3.0,1.0,7.0,6.0,4.0,8.0,11.0,8.0,1.0,3.0,10.0,9.0,3.0,3.0,6.0,12.0,2.0,5.0,6.0,5.0,8.0,15.0,6.0,3.0,6.0,8.0,5.0,9.0,3.0,1.0,1.0,11.0,6.0,9.0,15.0,11.0,2.0,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,
2025-2026,Minervino de Paiva,Benfica,AM (LC),,16.0,Inj,Full Contract,POR,130000.0,1300000.0,5750.0,3/21/2026,6/30/2030,0.0,,,,,,,,,,,,Youngster,,Fickle,14.0,A pulled calf muscle,High,,,Low,14.0,3.0,10.0,13.0,8.0,12.0,7.0,2.0,3.0,6.0,5.0,8.0,8.0,6.0,11.0,1.0,5.0,10.0,14.0,9.0,1.0,7.0,6.0,2.0,13.0,7.0,2.0,4.0,16.0,10.0,1.0,11.0,8.0,4.0,3.0,2.0,3.0,3.0,12.0,5.0,5.0,16.0,14.0,3.0,7.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-2026,Abulai Jaló,Benfica,D (RL),,16.0,Inj,Full Contract,POR,35000.0,350000.0,3600.0,3/20/2025,6/30/2029,0.0,,,,,,,,,,,,Youngster,,Unambitious,4.0,A damaged heel,Very High,,,Above Average,8.0,3.0,14.0,11.0,10.0,15.0,7.0,3.0,3.0,7.0,9.0,3.0,11.0,13.0,7.0,2.0,5.0,11.0,8.0,2.0,3.0,7.0,6.0,1.0,7.0,1.0,6.0,11.0,14.0,5.0,1.0,12.0,10.0,2.0,10.0,1.0,1.0,2.0,9.0,6.0,11.0,15.0,14.0,1.0,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,
2025-2026,Manuel Magalhães,Benfica,GK,,16.0,Yth,Full Contract,POR,100000.0,950000.0,3600.0,3/20/2025,6/30/2029,0.0,,,5.0,0.0,5.0,0.0,0.0,6.36,1.0,0.0,0.0,Youngster,Trained at club (15-21),Fickle,12.0,,Increased,,,Above Average,7.0,8.0,6.0,13.0,8.0,6.0,11.0,11.0,12.0,6.0,13.0,3.0,1.0,11.0,3.0,1.0,3.0,1.0,2.0,4.0,12.0,1.0,9.0,10.0,15.0,2.0,1.0,3.0,7.0,2.0,9.0,7.0,10.0,3.0,8.0,13.0,8.0,8.0,7.0,8.0,3.0,7.0,7.0,10.0,6.0,10.0,,,,,,,0.0,,1.6,,,,,,,37.3,7.5,3.0,0.6,0.1,0.0,0.0,0.0,,,,,,,8.6,13.0,2.6,0.2,4.0,0.8,0.0,0.0,0.0,0.0,,,,,,4.0,0.8,87.0,229.0,45.8,199.0,39.8,11.2,5.2,23.0,4.6,4.0,0.8,21.0,4.2,0.0,0.0,0.0,0.0,4.0,,,,0.0,0.0,0.0,0.8,,0.0,,,,0.0,0.03,0.01,-0.4,0.08,0.0,6.0,20.0,2.0,2.0,45.0,1.0,0.0,0.0,,,,,,,,450.0,90.0,0.0,,0.4,0.08,0.0,0.0,0.0,,0.0,,1.25,0.0,7.0,9.0,1.8,1.4,,0.4,5.0,,,
2025-2026,Luís Brito,Benfica,AM (L),,17.0,,Full Contract,POR,300000.0,3700000.0,35500.0,11/20/2025,6/30/2028,0.0,,,,,,,,,,,,Future Prospect,Trained in nation (15-21),Driven,18.0,,High,,,Very Low,16.0,1.0,9.0,14.0,8.0,13.0,8.0,1.0,1.0,8.0,5.0,6.0,11.0,7.0,14.0,1.0,9.0,9.0,14.0,7.0,3.0,5.0,1.0,3.0,13.0,5.0,1.0,4.0,12.0,12.0,2.0,15.0,8.0,5.0,4.0,3.0,2.0,2.0,11.0,6.0,8.0,12.0,13.0,3.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,2.0,
2025-2026,Juvenal Correia,Benfica,AM (L),,19.0,Yth,Full Contract,GNB,1000.0,12000.0,3600.0,7/1/2023,6/30/2026,0.0,,,,,,,,,,,,Youngster,Trained in nation (15-21),Balanced,10.0,,Normal,,,Low,13.0,3.0,7.0,10.0,6.0,9.0,4.0,2.0,3.0,11.0,5.0,4.0,7.0,13.0,9.0,1.0,9.0,13.0,14.0,3.0,1.0,8.0,13.0,2.0,8.0,5.0,3.0,4.0,13.0,10.0,2.0,9.0,12.0,3.0,3.0,4.0,3.0,4.0,13.0,7.0,4.0,8.0,14.0,2.0,9.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-2026,Miguel Patrício,Benfica,"DM, M (C)",,19.0,Yth,Full Contract,POR,85000.0,180000.0,3600.0,7/1/2022,6/30/2026,0.0,,,,,,,,,,,,Youngster,Trained at club (15-21),Balanced,7.0,,High,,,Average,15.0,2.0,5.0,12.0,11.0,11.0,3.0,4.0,1.0,7.0,4.0,5.0,7.0,14.0,7.0,1.0,7.0,14.0,8.0,5.0,1.0,6.0,7.0,2.0,6.0,12.0,1.0,11.0,16.0,5.0,3.0,13.0,14.0,1.0,7.0,1.0,2.0,4.0,14.0,11.0,10.0,8.0,15.0,2.0,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,2.0,
2025-2026,Benjamim Fonseca,Benfica,"DM, M/AM (C)",,19.0,Yth,Full Contract,POR,1500.0,100000.0,3600.0,7/1/2022,6/30/2026,0.0,,,,,,,,,,,,Breakthrough Prospect,Trained at club (15-21),Balanced,12.0,,High,,,Average,14.0,1.0,7.0,14.0,9.0,8.0,7.0,2.0,1.0,7.0,3.0,5.0,6.0,13.0,8.0,1.0,12.0,12.0,12.0,5.0,1.0,6.0,9.0,2.0,9.0,8.0,1.0,4.0,12.0,7.0,3.0,14.0,14.0,7.0,6.0,1.0,3.0,3.0,13.0,7.0,7.0,7.0,7.0,2.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,9.0,2.0,1.0
2025-2026,Filipe Gonçalves,Benfica,D (LC),,19.0,,Full Contract,POR,10000.0,1100000.0,73000.0,5/18/2026,6/30/2028,0.0,,,3.0,0.0,3.0,0.0,0.0,6.5,0.0,0.0,0.0,Youngster,Trained at club (15-21),Balanced,13.0,,Low,,,Low,14.0,2.0,15.0,9.0,12.0,10.0,9.0,3.0,1.0,4.0,8.0,1.0,1.0,14.0,2.0,2.0,2.0,7.0,6.0,4.0,2.0,10.0,14.0,2.0,6.0,5.0,1.0,14.0,13.0,3.0,3.0,12.0,7.0,1.0,14.0,3.0,1.0,3.0,10.0,9.0,13.0,6.0,5.0,1.0,2.0,7.0,28.0,9.33,,0.0,,,0.0,6.0,2.0,,20.0,5.0,1.67,1.0,0.33,21.1,7.0,2.0,0.67,0.34,,,,0.0,0.0,6.0,10.0,3.33,36.0,4.67,0.0,,1.33,1.0,0.33,0.0,0.0,0.0,0.0,20.0,5.0,1.67,1.0,0.33,1.0,0.33,83.0,142.0,47.33,118.0,39.33,9.33,11.0,14.0,4.67,6.0,2.0,11.0,3.67,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,6.0,4.0,1.33,,,0.0,0.0,-1.03,0.34,1.0,7.0,67.0,0.0,1.0,1.0,2.0,,,,,,,,,,270.0,90.0,,,1.03,0.34,0.0,,,,0.0,,1.65,,5.0,,1.67,1.67,,1.03,36.0,29.0,1.0,1.0
2025-2026,João Afonso,Benfica,AM (RL),,19.0,Wnt,Full Contract,POR,500.0,190000.0,78000.0,2/15/2024,6/30/2027,0.0,,,,,,,,,,,,Future Prospect,Trained in nation (15-21),Balanced,9.0,,Normal,,,Below Average,14.0,2.0,8.0,14.0,10.0,12.0,10.0,1.0,3.0,10.0,11.0,4.0,11.0,12.0,11.0,3.0,9.0,10.0,15.0,3.0,2.0,4.0,6.0,2.0,5.0,7.0,3.0,4.0,15.0,11.0,4.0,13.0,8.0,2.0,8.0,1.0,1.0,1.0,12.0,11.0,4.0,9.0,11.0,3.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,6.0,7.0,1.0
2025-2026,Duarte Soares,Torreense,D/WB (R),,19.0,Inj,Full Contract,POR,0.0,6000.0,83500.0,2/19/2024,6/30/2026,6250.0,,,28.0,1.0,27.0,0.0,0.0,6.78,3.0,0.0,2.0,Out On Loan,Trained at club (15-21),Fairly Professional,11.0,A pulled calf muscle,,,,Above Average,14.0,2.0,11.0,12.0,12.0,12.0,11.0,2.0,1.0,11.0,13.0,9.0,10.0,11.0,10.0,2.0,8.0,11.0,11.0,7.0,2.0,7.0,6.0,3.0,11.0,11.0,9.0,10.0,13.0,12.0,3.0,16.0,10.0,7.0,12.0,1.0,1.0,2.0,12.0,13.0,11.0,14.0,9.0,1.0,10.0,13.0,83.0,3.11,,22.0,0.82,0.07,2.0,47.0,1.76,,17.0,84.0,3.15,13.0,0.49,216.6,8.1,38.0,1.42,0.11,,,,0.0,0.0,1.76,36.0,1.35,43.0,14.72,74.0,2.77,0.15,38.0,1.42,9.0,0.34,0.0,1.0,15.0,76.0,2.85,13.0,0.49,38.0,1.42,86.0,1229.0,46.03,1058.0,39.63,14.57,10.79,235.0,8.8,51.0,1.91,129.0,4.83,,,,,17.0,16.0,0.6,0.19,1.0,0.04,6.0,0.64,79.0,63.0,50.0,1.87,,,1.01,0.04,-1.86,0.07,23.0,7.0,21.0,12.0,10.0,,6.0,,,,,,,,,,2403.0,85.82,,,1.86,0.07,0.0,,,,0.0,,1.07,,24.0,,1.27,0.9,,1.86,51.0,50.0,,
2025-2026,João Fidalgo,Benfica,GK,,20.0,Wnt,Full Contract,POR,0.0,0.0,83500.0,3/8/2023,6/30/2026,0.0,,,,,,,,,,,,Youngster,Trained at club (15-21),Balanced,7.0,,Increased,,,Above Average,8.0,14.0,5.0,12.0,10.0,8.0,15.0,8.0,10.0,11.0,7.0,1.0,1.0,12.0,2.0,15.0,1.0,5.0,2.0,3.0,13.0,1.0,14.0,8.0,1.0,2.0,1.0,3.0,11.0,2.0,13.0,7.0,5.0,3.0,6.0,10.0,11.0,6.0,5.0,10.0,1.0,5.0,3.0,10.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-2026,Marcel Mendes-Dudziński,Casa Pia,GK,,21.0,Inj,Full Contract,POL,1900000.0,2800000.0,173000.0,7/10/2023,6/30/2028,7250.0,,,31.0,0.0,31.0,0.0,0.0,6.61,0.0,0.0,1.0,Out On Loan,Trained at club (15-21),Fairly Professional,13.0,A groin strain,,,,Above Average,12.0,14.0,10.0,14.0,13.0,15.0,9.0,13.0,12.0,12.0,12.0,3.0,1.0,11.0,3.0,14.0,1.0,11.0,11.0,3.0,11.0,7.0,15.0,13.0,10.0,2.0,1.0,2.0,16.0,6.0,13.0,11.0,14.0,1.0,13.0,10.0,12.0,8.0,11.0,14.0,2.0,11.0,12.0,12.0,13.0,11.0,,,,,,,0.0,,7.58,,,,,,,105.8,3.5,0.0,,0.0,3.32,0.11,89.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,70.0,707.0,23.3,497.0,16.38,7.98,4.61,0.0,0.0,0.0,0.0,2.0,0.07,72.0,27.0,49.0,18.0,0.0,,,,,,,,100.0,3.0,3.0,0.1,,0.23,0.0,0.0,0.0,0.0,22.0,0.0,42.0,9.0,9.0,,13.0,39.0,1.29,,,,,,,,2731.0,88.1,20.0,,0.0,0.0,0.0,3.0,3.0,100.0,0.0,,1.55,7.0,48.0,39.0,1.29,1.58,3.0,0.0,98.0,98.0,,
