Season,Name,Club,Position,Position Selected,Age,Inf,Type,Nat,Transfer Value (Low),Transfer Value (High),Salary,Begins,Expires,Transfer Fees Received,Ability,Potential,Apps (Total),Apps (Sub Apps),Starts,Gls,Ast,Av Rat,Yel,Red,PoM,Agreed Playing Time,Home Grown Status,Personality,Det,Injury,Injury Risk,Int Apps (Total),Int Apps (Sub Apps),Injury Susceptibility,Acceleration,Aerial Reach,Aggression,Agility,Anticipation,Balance,Bravery,Command of Area,Communication,Composure,Concentration,Corners,Crossing,Decisions,Dribbling,Eccentricity,Finishing,First Touch,Flair,Free Kick Taking,Handling,Heading,Jumping Reach,Kicking,Leadership,Long Shots,Long Throws,Marking,Natural Fitness,Off The Ball,One on Ones,Pace,Passing,Penalty Taking,Positioning,Punching (Tendency),Reflexes,Rushing Out (Tendency),Stamina,Strength,Tackling,Teamwork,Technique,Throwing,Vision,Work Rate,Hdrs A,Aer A/90,Asts/90,Blk,Blk/90,Ch C/90,CCC,Clear,Clr/90,Conv %,Cr C/A,Cr A,Crs A/90,Cr C,Cr C/90,Distance,Dist/90,Drb,Drb/90,xG/shot,xGP,xGP/90,xSv %,FK Shots,Goals Outside Box,Hdrs L/90,Hdrs,Hdrs W/90,Hdr %,Sprints/90,Itc,Int/90,K Hdrs/90,K Pas,K Ps/90,K Tck,K Tck/90,Gl Mst,Off,OP-Cr %,OP-Crs A,OP-Crs A/90,OP-Crs C,OP-Crs C/90,OP-KP,OP-KP/90,Pas %,Pas A,Ps A/90,Ps C,Ps C/90,Poss Lost/90,Poss Won/90,Pres A,Pres A/90,Pres C,Pres C/90,Pr Passes,Pr passes/90,Sv %,Svh,Svp,Svt,Shots,Shts Blckd,Shts Blckd/90,Shots Outside Box/90,ShT,ShT/90,Shot %,Shot/90,Tck R,Tck A,Tck C,Tck/90,Mins/Gl,Cln/90,xA,xA/90,xG-OP,xG/90,FA,Fls,Gwin,D,Lost,G. Mis,Won,Conc,All/90,Gls/90,Int Ast,Int Av Rat,Int Conc,Last 5 FT Games,Last 5 Games,LMR,Mins,Mins/Gm,Last C,Last Gl,NP-xG,NP-xG/90,Pens,Pens Faced,Pens Saved,Pens Saved Ratio,Pens S,Pen/R,Pts/Gm,Shutouts,Tgls,Tall,Tcon/90,Tgls/90,Saves/90,xG,AT Apps,AT Lge Apps,AT Gls,AT Lge Gls
2027-2028,André Gomes,Arouca,GK,,23,,Full Contract,POR,12000.0,50000.0,195000.0,2/3/2023,6/30/2028,14500.0,,,33.0,0.0,33.0,0.0,0.0,6.89,0.0,0.0,4.0,Out On Loan,Trained at club (15-21),Fairly Professional,14,,,,,Below Average,11,12,9,14,13,13,10,12,12,11,11,3,3,12,2,12,2,11,9,3,11,6,13,13,9,1,1,3,14,8,14,12,13,3,12,10,13,14,14,13,1,11,11,13,13,12,,,,,,,0.0,,7.39,,,,,,,117.9,3.6,0.0,,0.0,11.56,0.35,87.0,,,,,,,0.0,3.0,0.09,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,60.0,760.0,23.03,457.0,13.85,8.21,5.24,0.0,0.0,0.0,0.0,5.0,0.15,76.0,22.0,65.0,20.0,0.0,,,,,,,,0.0,3.0,0.0,0.0,,0.33,0.0,0.0,0.0,0.0,13.0,0.0,52.0,7.0,9.0,,17.0,34.0,1.03,,,,,,,,2970.0,90.0,61.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,1.76,11.0,50.0,34.0,1.03,1.52,3.0,0.0,145.0,142.0,3.0,3.0
2027-2028,Martim Neto,VIZ,M (C),,25,,Full Contract,POR,1300000.0,1300000.0,306000.0,7/4/2023,6/30/2028,550000.0,,,27.0,3.0,24.0,2.0,3.0,6.85,0.0,0.0,0.0,Out On Loan,Trained at club (15-21),Resolute,15,,,,,Average,12,2,11,12,12,15,12,3,1,13,12,11,10,12,12,3,10,13,13,6,3,10,14,1,10,11,4,10,13,12,1,14,13,10,8,1,1,3,13,14,10,13,12,3,15,13,97.0,4.37,0.14,9.0,0.41,0.18,4.0,19.0,0.86,8.0,9.0,22.0,0.99,2.0,0.09,181.4,8.2,29.0,1.31,0.08,,,,0.0,0.0,1.8,57.0,2.57,59.0,8.61,50.0,2.25,0.14,18.0,0.81,3.0,0.14,0.0,4.0,9.0,21.0,0.95,2.0,0.09,18.0,0.81,88.0,1312.0,59.13,1157.0,52.14,9.73,8.52,308.0,13.88,85.0,3.83,81.0,3.65,,,,,26.0,8.0,0.36,0.68,12.0,0.54,46.0,1.17,94.0,51.0,48.0,2.16,998.5,,1.61,0.07,-0.02,0.09,19.0,11.0,30.0,10.0,9.0,,8.0,,,0.09,,,,,,,1997.0,73.96,,394.0,2.02,0.09,0.0,,,,0.0,,1.26,,24.0,,1.04,1.08,,2.02,179.0,179.0,25.0,25.0
2027-2028,Mamadi Camará,Benfica,D (C),,15,Yth,Full Contract,POR,18000000.0,30000000.0,5750.0,5/2/2028,6/30/2032,0.0,,,,,,,,,,,,Future Prospect,,Balanced,10,,Normal,,,Below Average,10,2,15,9,12,7,14,2,3,11,11,6,8,10,7,2,6,10,7,2,3,9,9,3,2,4,3,15,14,8,2,11,8,6,15,1,1,2,13,5,10,11,9,3,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-2028,João Fernandes,Benfica,AM (L),,16,Yth,Full Contract,POR,550000.0,8199999.999999999,5750.0,5/2/2028,6/30/2032,0.0,,,,,,,,,,,,Future Prospect,,Balanced,9,,Normal,,,Very Low,12,3,10,11,6,14,7,3,3,8,5,6,9,11,8,1,9,13,14,7,1,3,7,3,7,7,2,4,8,8,3,13,11,5,3,2,1,2,12,4,3,15,14,3,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-2028,Constantino da Silva,Benfica,D/M (L),,16,Yth,Full Contract,BRA,700000.0,12000000.0,5750.0,5/2/2028,6/30/2031,0.0,,,,,,,,,,,,Future Prospect,,Fairly Professional,11,,High,,,Above Average,13,3,2,12,11,7,18,2,1,9,6,7,8,10,9,2,4,8,5,7,4,7,10,1,11,4,6,9,16,8,2,12,9,6,10,1,1,1,13,5,14,17,10,1,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,
2027-2028,Aliu Fati,Benfica,"AM (RC), ST (C)",,16,Yth,Full Contract,POR,110000.0,1100000.0,3600.0,4/25/2027,6/30/2031,0.0,,,,,,,,,,,,Youngster,,Balanced,5,,High,,,Above Average,13,2,15,11,6,11,18,1,2,10,9,5,7,8,9,1,10,14,12,4,2,4,4,3,9,7,1,5,12,12,2,13,9,6,5,2,3,3,13,7,6,10,11,3,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-2028,Faustino Algarvio,Benfica,"AM (L), ST (C)",,17,Yth,Full Contract,POR,85000.0,850000.0,3600.0,4/25/2027,6/30/2031,0.0,,,1.0,0.0,1.0,0.0,0.0,6.4,0.0,0.0,0.0,Youngster,Trained at club (15-21),Fairly Ambitious,13,,Normal,,,Below Average,15,1,8,13,9,13,8,4,1,9,6,8,11,6,13,1,7,8,9,10,1,3,5,2,12,6,1,5,17,6,1,14,8,6,5,2,3,3,12,5,3,8,7,1,7,6,4.0,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,4.4,,1.0,,0.13,,,,0.0,0.0,,1.0,,25.0,,1.0,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,100.0,13.0,,13.0,,,,4.0,,2.0,,2.0,,,,,,4.0,0.0,,,1.0,,25.0,,100.0,1.0,1.0,,,,0.0,,-0.51,,0.0,1.0,100.0,0.0,0.0,21.0,1.0,,,,,,,,,,48.0,48.0,,,0.51,,0.0,,,,0.0,,,,0.0,,,,,0.51,4.0,,,
2027-2028,António Ribeiro,Benfica,M/AM (R),,17,Rst,Full Contract,POR,400000.0,900000.0,3600.0,3/21/2026,6/30/2030,0.0,,,,,,,,,,,,Youngster,Trained at club (15-21),Fickle,12,,Increased,,,Above Average,13,3,10,13,8,9,8,1,1,8,8,4,9,6,9,4,4,11,8,5,1,4,8,2,6,4,1,3,12,7,1,16,7,3,3,4,2,3,14,7,6,14,12,2,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,3.0,
2027-2028,Sandro Sousa,Benfica,"DM, M (C)",,17,Rst,Full Contract,POR,9600000.0,12500000.0,273000.0,8/23/2027,6/30/2030,0.0,,,,,,,,,,,,Future Prospect,Trained at club (15-21),Spirited,13,,High,,,Very High,10,1,7,9,14,13,15,1,2,12,11,6,8,13,9,3,8,15,8,9,2,5,7,3,14,8,6,10,14,7,3,9,17,8,9,1,1,3,12,9,7,14,16,3,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,26.0,3.0,1.0
2027-2028,Minervino de Paiva,Benfica,AM (RLC),,18,Rst,Full Contract,POR,210000.0,1100000.0,3600.0,3/21/2026,6/30/2030,0.0,,,1.0,0.0,1.0,0.0,0.0,7.1,0.0,0.0,0.0,Youngster,Trained at club (15-21),Fickle,14,,High,,,Above Average,14,3,10,14,10,14,7,2,3,8,5,9,8,8,13,1,6,10,15,9,1,7,5,2,13,7,1,4,17,11,1,11,9,5,3,2,3,3,14,8,4,15,13,3,8,14,5.0,,,0.0,,,1.0,0.0,,,50.0,2.0,,1.0,,5.3,,2.0,,0.0,,,,0.0,0.0,,1.0,,20.0,,1.0,,,3.0,,0.0,,0.0,0.0,50.0,2.0,,1.0,,3.0,,93.0,30.0,,28.0,,,,6.0,,1.0,,2.0,,,,,,0.0,0.0,,,,,,,100.0,1.0,1.0,,,,0.46,,0.0,,1.0,0.0,100.0,0.0,0.0,14.0,1.0,,,,,,,,,,63.0,63.0,,,0.0,,0.0,,,,0.0,,,,0.0,,,,,0.0,27.0,,4.0,
2027-2028,Luis Alfaro,Benfica,M/AM (RC),,18,Loa,Full Contract,CRC,7200000.0,8800000.0,1066000.0,8/27/2027,6/30/2030,1000000.0,,,25.0,0.0,25.0,5.0,10.0,7.58,13.0,0.0,6.0,Squad Player,,Fairly Determined,15,,Low,4.0,4.0,Above Average,11,2,14,10,12,12,8,3,2,12,9,9,12,15,10,3,8,12,13,4,3,14,13,1,10,13,3,7,12,11,2,11,12,8,9,3,3,4,13,11,10,11,15,1,15,16,110.0,4.58,0.42,5.0,0.21,0.67,16.0,18.0,0.75,9.0,20.0,91.0,3.79,14.0,0.58,164.6,6.9,43.0,1.79,0.1,,,,0.0,1.0,2.83,42.0,1.75,38.0,13.11,31.0,1.29,0.08,34.0,1.42,2.0,0.08,0.0,7.0,15.0,59.0,2.46,12.0,0.5,34.0,1.42,87.0,754.0,31.39,659.0,27.43,12.36,8.33,246.0,10.24,70.0,2.91,53.0,2.21,,,,,57.0,1.0,0.04,0.75,25.0,1.04,44.0,2.37,79.0,67.0,53.0,2.21,432.4,,10.11,0.42,-0.44,0.23,30.0,36.0,56.0,5.0,6.0,1.0,14.0,,,0.21,0.0,6.5,,,,,2162.0,86.48,,0.0,5.44,0.23,0.0,,,,0.0,,1.88,,45.0,,0.83,1.87,,5.44,64.0,41.0,10.0,5.0
2027-2028,Faustino Marques Afonso,Lusitânia Açores,M (C),,18,,Full Contract,POR,500000.0,2400000.0,140000.0,12/1/2026,6/30/2029,5750.0,,,5.0,0.0,5.0,1.0,1.0,7.02,0.0,0.0,0.0,Out On Loan,Trained at club (15-21),Unambitious,6,,Low,,,,11,3,10,9,11,11,9,2,3,14,8,5,7,14,9,3,6,11,6,8,2,5,5,3,10,7,1,6,16,10,4,11,14,3,7,2,2,3,10,9,5,12,13,2,13,13,19.0,4.57,0.24,2.0,0.48,0.24,1.0,5.0,1.2,20.0,20.0,5.0,1.2,1.0,0.24,29.6,7.1,3.0,0.72,0.12,,,,0.0,0.0,2.41,9.0,2.17,47.0,7.94,6.0,1.44,0.0,4.0,0.96,0.0,0.0,0.0,0.0,20.0,5.0,1.2,1.0,0.24,4.0,0.96,90.0,188.0,45.24,169.0,40.67,10.59,14.2,43.0,10.35,13.0,3.13,5.0,1.2,,,,,5.0,0.0,0.0,0.24,3.0,0.72,60.0,1.2,100.0,10.0,10.0,2.41,374.0,,0.86,0.21,0.42,0.14,2.0,7.0,40.0,0.0,3.0,,2.0,,,0.24,,,,,,,374.0,74.8,,0.0,0.58,0.14,0.0,,,,0.0,,1.35,,8.0,,1.68,1.93,,0.58,13.0,13.0,1.0,1.0
2027-2028,Daniel Barbosa,Benfica,AM (LC),,18,Loa,Full Contract,POR,13500000.0,19500000.0,1558000.0,12/10/2026,6/30/2029,0.0,,,25.0,0.0,25.0,10.0,6.0,7.28,5.0,0.0,3.0,Breakthrough Prospect,Trained at club (15-21),Fairly Determined,15,,Low,,,Average,11,2,9,10,14,9,10,2,1,11,8,9,9,10,13,1,11,15,18,12,3,11,5,2,7,10,6,6,13,14,2,10,15,7,8,3,1,2,12,5,6,9,15,4,9,13,129.0,5.33,0.25,14.0,0.58,0.25,6.0,36.0,1.49,20.0,7.0,112.0,4.63,13.0,0.54,181.6,7.5,52.0,2.15,0.13,,,,2.0,1.0,3.89,35.0,1.45,27.0,11.49,31.0,1.28,0.0,45.0,1.86,0.0,0.0,0.0,5.0,12.0,69.0,2.85,5.0,0.21,29.0,1.2,86.0,793.0,32.78,682.0,28.19,15.21,7.81,246.0,10.17,52.0,2.15,57.0,2.36,,,,,50.0,0.0,0.0,0.62,27.0,1.12,54.0,2.07,73.0,40.0,29.0,1.2,217.7,,4.9,0.2,3.56,0.27,27.0,27.0,76.0,2.0,4.0,1.0,19.0,,,0.41,,,,,,,2177.0,87.08,,0.0,6.44,0.27,0.0,,,,0.0,,2.36,,55.0,,0.7,2.27,,6.44,105.0,58.0,20.0,6.0
2027-2028,Angelo Inocêncio,Nacional da Madeira,D (C),,19,,Full Contract,POR,2600000.0,4300000.0,207000.0,7/6/2027,6/30/2030,15500.0,,,25.0,0.0,25.0,0.0,0.0,6.65,1.0,0.0,0.0,Out On Loan,Trained at club (15-21),Balanced,14,,,,,Above Average,11,1,10,13,14,12,17,3,1,11,13,4,4,13,6,2,7,7,4,3,2,12,15,1,10,2,2,10,11,7,1,10,7,5,14,1,2,2,14,13,13,10,11,2,10,10,182.0,7.33,,14.0,0.56,0.04,1.0,31.0,1.25,,100.0,1.0,0.04,1.0,0.04,171.2,6.9,0.0,,0.08,,,,0.0,0.0,2.58,118.0,4.75,65.0,5.31,37.0,1.49,1.09,5.0,0.2,7.0,0.28,0.0,0.0,100.0,1.0,0.04,1.0,0.04,5.0,0.2,89.0,1398.0,56.27,1248.0,50.23,3.3,14.77,81.0,3.26,28.0,1.13,84.0,3.38,,,,,6.0,39.0,1.57,0.04,0.0,0.0,0.0,0.24,82.0,38.0,31.0,1.25,,,0.61,0.02,-0.49,0.02,3.0,16.0,20.0,8.0,12.0,,5.0,,,,,,,,,,2236.0,89.44,,,0.49,0.02,0.0,,,,0.0,,0.92,,23.0,,1.45,0.93,,0.49,84.0,83.0,1.0,1.0
2027-2028,João Oliveira,Arouca,ST (C),,20,,Full Contract,POR,1700000.0,5600000.0,203000.0,7/15/2027,6/30/2031,6000.0,,,29.0,1.0,28.0,7.0,2.0,6.77,3.0,0.0,0.0,Out On Loan,Trained at club (15-21),Fairly Professional,13,,,,,Average,14,1,10,14,12,11,6,1,3,13,8,6,7,13,14,3,14,13,16,8,3,10,15,3,8,8,4,3,10,14,1,11,9,10,7,3,1,1,13,11,3,8,16,1,10,7,250.0,10.1,0.08,3.0,0.12,,0.0,16.0,0.65,8.0,,15.0,0.61,0.0,0.0,179.8,7.3,27.0,1.09,0.11,,,,0.0,0.0,6.91,79.0,3.19,32.0,6.51,21.0,0.85,0.16,20.0,0.81,1.0,0.04,0.0,11.0,0.0,15.0,0.61,0.0,0.0,20.0,0.81,86.0,526.0,21.26,454.0,18.35,18.75,1.58,163.0,6.59,34.0,1.37,23.0,0.93,,,,,87.0,0.0,0.0,1.41,45.0,1.82,52.0,3.52,62.0,34.0,21.0,0.85,318.14,,0.8,0.03,-2.56,0.39,56.0,26.0,48.0,8.0,7.0,,14.0,,,0.28,,,,,,,2227.0,76.79,,155.0,9.56,0.39,0.0,,,,0.0,,1.72,,34.0,,0.89,1.37,,9.56,78.0,78.0,23.0,23.0
2027-2028,Miguel Patrício,Benfica,"DM, M (C)",,21,Wnt,Full Contract,POR,0.0,0.0,58500.0,6/4/2026,6/30/2028,0.0,,,27.0,0.0,27.0,2.0,12.0,7.01,2.0,0.0,1.0,Youngster,Trained at club (15-21),Balanced,7,,Low,,,Very High,15,2,5,12,12,12,3,4,1,9,4,5,6,14,8,1,7,14,9,4,1,6,6,2,7,12,1,11,16,6,3,13,14,1,8,1,2,4,14,12,10,8,15,2,14,13,97.0,3.59,0.44,17.0,0.63,0.56,15.0,30.0,1.11,8.0,44.0,9.0,0.33,4.0,0.15,217.4,8.1,12.0,0.44,0.11,,,,0.0,0.0,2.26,36.0,1.33,37.0,11.41,46.0,1.7,0.07,33.0,1.22,2.0,0.07,0.0,0.0,44.0,9.0,0.33,4.0,0.15,33.0,1.22,90.0,1416.0,52.44,1268.0,46.96,5.15,15.63,230.0,8.52,64.0,2.37,136.0,5.04,,,,,26.0,0.0,0.0,0.26,4.0,0.15,15.0,0.96,81.0,52.0,42.0,1.56,1215.0,,9.71,0.36,-0.83,0.1,20.0,13.0,70.0,2.0,6.0,1.0,19.0,,,0.07,,,,,,,2430.0,90.0,,0.0,2.83,0.1,0.0,,,,0.0,,2.19,,60.0,,0.93,2.22,,2.83,135.0,57.0,6.0,
2027-2028,Benjamim Fonseca,Benfica,"DM, M/AM (C)",,21,Loa,Full Contract,POR,0.0,0.0,81500.0,6/4/2026,6/30/2028,0.0,,,,,,,,,,,,Youngster,Trained at club (15-21),Balanced,12,,High,,,Average,15,1,7,14,10,10,7,2,1,9,4,6,6,13,9,1,11,13,12,4,1,6,10,2,10,9,1,5,12,9,3,14,14,8,6,1,3,3,14,8,8,8,7,2,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,30.0,15.0,1.0
2027-2028,Arnas Voitinovičius,Ac. Viseu,GK,,21,,Full Contract,LTU,26000.0,170000.0,131000.0,6/5/2024,6/30/2028,5000.0,,,16.0,0.0,16.0,0.0,0.0,6.86,0.0,0.0,3.0,Out On Loan,Trained at club (15-21),Balanced,6,,,3.0,1.0,Below Average,9,14,11,12,11,14,8,12,13,13,12,3,3,13,1,12,3,9,11,3,12,3,14,11,10,1,1,1,16,6,11,11,12,1,12,13,11,12,10,12,3,10,9,14,12,10,,,,,,,0.0,,7.44,,,,,,,55.1,3.6,0.0,,0.0,2.78,0.18,88.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,69.0,375.0,24.47,260.0,16.97,9.85,3.92,0.0,0.0,0.0,0.0,1.0,0.07,77.0,9.0,38.0,8.0,0.0,,,,,,,,20.0,5.0,1.0,0.07,,0.33,0.0,0.0,0.0,0.0,7.0,0.0,38.0,6.0,4.0,,6.0,17.0,1.11,,0.0,6.13,8.0,,,,1379.0,86.19,59.0,,0.0,0.0,0.0,5.0,1.0,20.0,0.0,,1.5,5.0,20.0,17.0,1.11,1.31,3.0,0.0,116.0,116.0,,
2027-2028,Francisco Couto,P. Ferreira,"D/WB (R), AM (RL)",,21,,Full Contract,POR,50000.0,85000.0,72500.0,5/19/2026,6/30/2029,6000.0,,,41.0,0.0,41.0,4.0,3.0,6.77,1.0,0.0,1.0,Out On Loan,Trained at club (15-21),Resolute,15,,,,,Below Average,15,4,9,14,11,13,8,1,3,11,11,7,12,11,13,3,8,12,14,8,1,7,5,3,6,8,6,8,15,10,1,13,9,6,8,2,2,1,12,12,6,10,12,1,12,11,161.0,4.38,0.08,19.0,0.52,0.16,6.0,41.0,1.12,11.0,15.0,111.0,3.02,17.0,0.46,284.0,7.7,81.0,2.2,0.13,,,,0.0,1.0,2.75,60.0,1.63,37.0,13.47,84.0,2.29,0.03,29.0,0.79,2.0,0.05,0.0,4.0,15.0,111.0,3.02,17.0,0.46,29.0,0.79,86.0,1541.0,41.94,1326.0,36.09,14.15,9.39,361.0,9.82,105.0,2.86,172.0,4.68,,,,,38.0,6.0,0.16,0.24,10.0,0.27,26.0,1.03,89.0,94.0,84.0,2.29,826.75,,3.67,0.1,-0.93,0.13,39.0,28.0,44.0,8.0,15.0,,18.0,,,0.11,,,,,,,3307.0,80.66,,893.0,4.93,0.13,0.0,,,,0.0,,1.51,,45.0,,1.33,1.22,,4.93,168.0,161.0,19.0,19.0
2027-2028,João Capucho,Arouca,D/WB (L),,21,,Full Contract,POR,50000.0,180000.0,85500.0,6/6/2025,6/30/2029,4000.0,,,31.0,0.0,31.0,0.0,3.0,6.88,4.0,0.0,1.0,Out On Loan,Trained at club (15-21),Resolute,15,,,,,Below Average,15,4,9,14,14,13,10,1,2,12,12,8,12,13,10,2,7,10,12,7,2,7,10,1,10,10,6,9,13,12,2,14,9,6,12,2,2,2,12,12,10,12,10,2,13,12,137.0,4.61,0.1,21.0,0.71,0.17,5.0,42.0,1.41,,12.0,70.0,2.36,9.0,0.3,229.9,7.7,32.0,1.08,0.14,,,,0.0,0.0,2.19,72.0,2.42,53.0,13.9,65.0,2.19,0.27,27.0,0.91,2.0,0.07,0.0,4.0,13.0,70.0,2.36,9.0,0.3,27.0,0.91,87.0,1381.0,46.48,1207.0,40.62,14.88,13.66,255.0,8.58,70.0,2.36,172.0,5.79,,,,,3.0,20.0,0.67,0.03,1.0,0.03,33.0,0.1,87.0,83.0,72.0,2.42,,,2.21,0.07,-0.42,0.01,29.0,28.0,52.0,8.0,7.0,,16.0,,,,,,,,,,2674.0,86.26,,,0.42,0.01,0.0,,,,0.0,,1.81,,45.0,,0.91,1.51,,0.42,113.0,113.0,1.0,1.0
2027-2028,Diogo Rocha,Penafiel,D (C),,21,Lst,Full Contract,POR,210000.0,210000.0,37500.0,6/5/2025,6/30/2029,5750.0,,,13.0,0.0,13.0,1.0,1.0,6.95,2.0,0.0,1.0,Out On Loan,Trained at club (15-21),Fairly Professional,13,,,,,Below Average,13,3,12,12,11,12,12,3,1,12,13,5,6,11,8,3,5,10,7,4,3,12,14,2,12,4,5,12,14,8,2,13,10,7,11,2,3,2,12,12,10,13,9,2,8,13,86.0,7.0,0.08,4.0,0.33,0.08,1.0,21.0,1.71,33.0,25.0,4.0,0.33,1.0,0.08,83.7,6.8,0.0,,0.11,,,,0.0,0.0,1.46,68.0,5.53,79.0,4.96,24.0,1.95,0.73,4.0,0.33,5.0,0.41,0.0,0.0,25.0,4.0,0.33,1.0,0.08,4.0,0.33,91.0,705.0,57.37,639.0,52.0,3.74,11.72,27.0,2.2,10.0,0.81,42.0,3.42,,,,,3.0,6.0,0.49,0.08,2.0,0.16,67.0,0.24,100.0,15.0,15.0,1.22,1106.0,,0.31,0.03,0.66,0.03,3.0,5.0,54.0,2.0,4.0,,7.0,,,0.08,,,,,,,1106.0,85.08,,1028.0,0.34,0.03,0.0,,,,0.0,,1.77,,20.0,,1.38,1.63,,0.34,121.0,121.0,4.0,4.0
2027-2028,Rodrigo Rêgo,SLB B,AM (RL),,23,Ctr,Month To Month,POR,2000.0,8000.0,83500.0,5/9/2023,,0.0,,,33.0,1.0,32.0,12.0,5.0,6.88,2.0,0.0,1.0,Youngster,Trained in nation (15-21),Resolute,15,,Low,,,,15,1,10,13,12,11,11,3,1,13,10,10,12,12,14,2,10,12,15,6,2,8,8,1,8,12,7,6,14,13,3,13,11,6,8,1,3,3,11,9,6,9,13,3,13,10,177.0,5.48,0.15,10.0,0.31,0.62,20.0,17.0,0.53,21.0,9.0,200.0,6.19,15.0,0.46,269.0,8.3,89.0,2.75,0.15,,,,0.0,1.0,3.96,49.0,1.52,28.0,17.46,58.0,1.8,0.34,49.0,1.52,4.0,0.12,1.0,25.0,8.0,74.0,2.29,7.0,0.22,32.0,0.99,80.0,1207.0,37.36,971.0,30.05,16.59,6.5,444.0,13.74,104.0,3.22,107.0,3.31,,,,,56.0,6.0,0.19,0.56,27.0,0.84,48.0,1.73,78.0,113.0,88.0,2.72,242.33,,8.15,0.25,3.64,0.26,56.0,68.0,21.0,7.0,19.0,,7.0,,,0.37,,,,,,,2908.0,88.12,,830.0,8.36,0.26,0.0,,,,0.0,,0.85,,43.0,,1.89,1.33,,8.36,157.0,148.0,43.0,39.0
2027-2028,Gerson Sousa,SLB B,"M (R), AM (RL)",,26,Ctr,Month To Month,CPV,1500.0,2000.0,97500.0,2/19/2021,,0.0,,,33.0,0.0,33.0,5.0,4.0,6.62,5.0,0.0,2.0,Youngster,Trained at club (15-21),Balanced,10,,Low,,,,14,1,13,15,13,12,9,1,2,9,8,8,11,12,12,1,9,11,17,6,2,7,6,2,7,8,3,3,14,12,3,13,10,6,5,2,3,1,12,8,3,9,12,3,11,10,175.0,5.3,0.12,12.0,0.36,0.64,21.0,28.0,0.85,12.0,17.0,89.0,2.7,14.0,0.42,273.2,8.3,85.0,2.58,0.13,,,,0.0,0.0,4.0,43.0,1.3,25.0,18.48,48.0,1.45,0.15,38.0,1.15,3.0,0.09,0.0,20.0,16.0,82.0,2.48,14.0,0.42,37.0,1.12,82.0,1223.0,37.06,1000.0,30.3,14.48,6.27,523.0,15.85,132.0,4.0,106.0,3.21,,,,,43.0,3.0,0.09,0.58,19.0,0.58,44.0,1.3,85.0,89.0,76.0,2.3,594.0,,4.91,0.15,-0.46,0.17,58.0,66.0,21.0,7.0,19.0,,7.0,,,0.15,,,,,,,2970.0,90.0,,1154.0,5.46,0.17,0.0,,,,0.0,,0.85,,43.0,,1.94,1.3,,5.46,166.0,166.0,31.0,31.0
2027-2028,Lassana Camará,Benfica,AM (L),,15,Yth,Full Contract,GNB,110000.0,4600000.0,5750.0,5/2/2028,6/30/2032,0.0,,,,,,,,,,,,Future Prospect,,Balanced,10,,Increased,,,High,13,3,7,16,7,6,11,2,3,7,6,10,12,5,11,1,6,6,11,12,2,7,5,2,2,4,1,6,14,10,1,13,11,5,2,1,2,1,7,4,4,11,11,1,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
